
API_COUNTY|API_NUMBER|SUFFIX|WELL_NAME                     |WELL_NO|  OPER_NO|OPER_SUFFIX|OPERATOR                                |ME|  SECTION|TWP|RAN|Q4|Q3|Q2|Q1| LATITUDE|LONGITUDE|OTC_COUNTY|OTC_LEASE_NO|OTC_SUB_NO|OTC_MERGE|  POOL_NO|CODE    |FORMATION                               |OFB|ALLOWABLE_CLASS|ALLOWABLE_TYPE| PURCH_NO|PURCHASER                               |PURCH_SUFFIX|OFB|     YEAR|      JAN|      OIL|      GAS|      FEB|      OIL|      GAS|      MAR|      OIL|      GAS|      APR|      OIL|      GAS|      MAY|      OIL|      GAS|      JUN|      OIL|      GAS|      JUL|      OIL|      GAS|      AUG|      OIL|      GAS|      SEP|      OIL|      GAS|      OCT|      OIL|      GAS|      NOV|      OIL|      GAS|      DEC|      OIL|      GAS     
         7|     35154|      |WILL                          | 1     |    14597|          0|ANADARKO PETROLEUM CORPORATION          |CM|       23|03N|24E|  |  |NW|SE|36.708707|-100.4407|         7|       30878|         0|        0|         |406TNKW |TONKAWA             /SAND/              |N  |UG             |I             |     1578|INTERNORTH INC.                         |           0|N  |     1987|        1|         |         |        2|         |         |        3|         |         |        4|         |      845|        5|         |      740|        6|         |     2549|        7|         |     1270|        8|         |     1233|        9|         |     1058|       10|         |     1747|       11|         |     1666|       12|         |     1392     
         7|     35155|      |EZRA EVANS                    | 1-8   |    19546|          0|CORY KENNETH W LTD                      |CM|        8|04N|25E|  |  |SE|NW|36.828339|-100.3912|         7|        7126|         0|        0|         |354CSTR |CHESTER                                 |N  |UG             |I             |      458|COLORADO INTERSTATE GAS CO              |           0|N  |     1987|        1|         |         |        2|         |         |        3|         |         |        4|         |         |        5|         |         |        6|         |         |        7|         |         |        8|         |         |        9|         |         |       10|         |         |       11|         |         |       12|         |    13933     
         7|     35157|      |C C HENNIGH                   | 1-2   |     6232|          0|TXO PRODUCTION CORPORATION              |CM|        2|02N|26E|  |  |NW|SE|36.665039|-100.2244|         7|       58814|         0|        0|         |000UNKN |UNKNOWN FORMATION                       |Y  |               |              |      688|EL PASO NATURAL GAS CO                  |           1|N  |     1987|        1|         |         |        2|         |         |        3|         |         |        4|         |         |        5|         |         |        6|         |     1593|        7|         |         |        8|         |         |        9|         |         |       10|         |         |       11|         |     5742|       12|         |     6253     
         7|     35158|      |J.O. MILES                    | 1-9   |      938|          0|HAMILTON BROTHERS OIL COMPANY           |CM|        9|04N|24E|  |  |SW|NE|36.828333|-100.4768|         7|        7125|         0|        0|         |000UNKN |UNKNOWN FORMATION                       |Y  |               |              |      458|COLORADO INTERSTATE GAS CO              |           0|N  |     1987|        1|         |         |        2|         |         |        3|         |         |        4|         |         |        5|         |         |        6|         |         |        7|         |         |        8|         |         |        9|         |         |       10|         |         |       11|         |         |       12|         |       23     
         7|     35160|      |MILES A                       | 1-3   |     6160|          0|ELDER & VAUGHN INC                      |CM|        3|04N|24E|  |  |NW|SE|36.839216|-100.4588|         7|        7123|         0|        0|         |402MRRW |MORROW                                  |N  |UG             |I             |      458|COLORADO INTERSTATE GAS CO              |           0|N  |     1987|        1|         |         |        2|         |         |        3|         |         |        4|         |         |        5|         |         |        6|         |         |        7|         |         |        8|         |         |        9|         |      921|       10|         |     1124|       11|         |     1140|       12|         |     1014     
         7|     35163|      |HAZEL WILSON                  | 1     |    19686|          0|BARBY ENERGY CORPORATION                |CM|       13|03N|25E|  |  |SE|NW|36.726785|-100.3191|         7|        7332|         0|        0|         |406TNKW |TONKAWA             /SAND/              |N  |UG             |I             |      458|COLORADO INTERSTATE GAS CO              |           0|N  |     1987|        1|         |         |        2|         |         |        3|         |         |        4|         |         |        5|         |         |        6|         |         |        7|         |     2552|        8|         |     2628|        9|         |     5045|       10|         |     5067|       11|         |     4450|       12|         |     3028     
         7|     35164|      |EVANS                         | 1     |    16204|          0|PARDEE PRODUCTION COMPANY               |CM|       19|04N|25E|  |  |NW|SE|36.795716|-100.4047|         7|        6884|         0|        0|         |402MRRW |MORROW                                  |N  |UG             |S             |      458|COLORADO INTERSTATE GAS CO              |           0|N  |     1987|        1|         |         |        2|         |         |        3|         |         |        4|         |         |        5|         |         |        6|         |     1177|        7|         |     2748|        8|         |     3411|        9|         |     2159|       10|         |     2158|       11|         |     1697|       12|         |     1739     
         7|     35165|      |SIMMS                         | 1     |    16204|          0|PARDEE PRODUCTION COMPANY               |CM|       29|01N|21E|  |  |NE|NE|36.526781|-100.8147|         7|        6885|         0|        0|         |402MRRW |MORROW                                  |N  |UG             |I             |     1578|INTERNORTH INC.                         |           0|N  |     1987|        1|         |         |        2|         |         |        3|         |         |        4|         |      736|        5|         |     1268|        6|         |      952|        7|         |     1523|        8|         |      777|        9|         |     2410|       10|         |     3297|       11|         |     3122|       12|         |     2600     
         7|     35167|      |SITTON                        | #1    |    18677|          0|CLAASSEN OIL AND GAS INC                |CM|       33|03N|28E|  |  |SW|NE|36.682729|-100.0442|         7|       12467|         0|        0|         |402MRRW |MORROW                                  |N  |UG             |R             |     2203|TRANSWESTERN PIPELINE COMPANY           |           0|N  |     1987|        1|         |         |        2|         |         |        3|         |         |        4|         |         |        5|         |     1223|        6|         |      256|        7|         |      256|        8|         |         |        9|         |       28|       10|         |     2344|       11|         |     1585|       12|         |     1352     
         7|     35182|      |GEORGE HEGLIN                 | 1-6   |     6778|          0|APACHE CORPORATION                      |CM|        6|04N|28E|  |  |NW|SE|36.838728|-100.0803|         7|       28014|         0|        0|         |402MRRW |MORROW                                  |N  |UG             |S             |     1459|ANR PIPELINE CO                         |           0|N  |     1987|        1|         |         |        2|         |         |        3|         |         |        4|         |     1386|        5|         |     1186|        6|         |     1112|        7|         |     1203|        8|         |      929|        9|         |     1131|       10|         |     1178|       11|         |     2747|       12|         |     2829     
         7|     35183|      |EVANS                         | 1     |     6390|          0|KAISER-FRANCIS OIL COMPANY              |CM|       17|04N|25E|  |  |NE|SW|36.810213|-100.3912|         7|        5260|         0|        0|         |402MRRW |MORROW                                  |N  |UG             |I             |      458|COLORADO INTERSTATE GAS CO              |           0|N  |     1987|        1|         |         |        2|         |         |        3|         |         |        4|         |         |        5|         |         |        6|         |         |        7|         |         |        8|         |     2711|        9|         |     4410|       10|         |     4450|       11|         |     4222|       12|         |     3344     
         7|     35191|      |COULSON UNIT                  | 1     |    18934|          0|MERIT ENERGY COMPANY                    |CM|       35|04N|24E|  |  |SW|NE|36.770338|-100.4407|         7|       12087|         0|        0|         |402MWCR |MORROW-CHESTER                          |N  |UG             |S             |      458|COLORADO INTERSTATE GAS CO              |           0|N  |     1987|        1|         |         |        2|         |         |        3|         |         |        4|         |         |        5|         |         |        6|         |         |        7|         |     2450|        8|         |     3888|        9|         |     2097|       10|         |     5054|       11|         |     3665|       12|         |     3975     
         7|     35192|      |MARTIN-DIXON UNIT             | 1     |    16529|          0|VALENCE OPERATING COMPANY               |CM|       28|05N|27E|  |  |SE|NW|36.872132|-100.1442|         7|       12083|         0|        0|         |402MWCR |MORROW-CHESTER                          |N  |UG             |I             |     1641|PANHANDLE EASTERN PIPELINE COMPANY      |           0|N  |     1987|        1|         |         |        2|         |         |        3|         |         |        4|         |     1132|        5|         |         |        6|         |         |        7|         |       34|        8|         |       74|        9|         |      104|       10|         |       52|       11|         |      102|       12|         |              
         7|     35194|      |EVERETT PAASCH                | 1     |    18934|          0|MERIT ENERGY COMPANY                    |CM|        4|05N|27E|  |  |NW|SE|36.926511|-100.1397|         7|       12085|         0|        0|         |402MRRW |MORROW                                  |N  |UG             |I             |     1641|PANHANDLE EASTERN PIPELINE COMPANY      |           0|N  |     1987|        1|         |         |        2|         |         |        3|         |         |        4|         |     2732|        5|         |      663|        6|         |         |        7|         |       35|        8|         |       73|        9|         |       49|       10|         |      113|       11|         |      134|       12|         |              
         7|     35196|      |RAYMOND                       | 2     |    20911|          0|JEC OPERATING LLC                       |CM|       31|06N|25E|  |  |SE|NW|36.944944|-100.3972|         7|       12082|         0|        0|         |402MRRW |MORROW                                  |N  |UG             |I             |      458|COLORADO INTERSTATE GAS CO              |           0|N  |     1987|        1|         |         |        2|         |         |        3|         |         |        4|         |         |        5|         |         |        6|         |         |        7|         |         |        8|         |         |        9|         |     3204|       10|         |       83|       11|         |         |       12|         |     8548     
         7|     35197|      |THOMPSON                      | 1     |     6023|          0|DEVON ENERGY CORP (NEVADA)              |CM|       36|04N|24E|  |  |SE|NW|36.770339|-100.4272|         7|       12088|         0|        0|         |000UNKN |UNKNOWN FORMATION                       |Y  |               |              |      458|COLORADO INTERSTATE GAS CO              |           0|N  |     1987|        1|         |         |        2|         |         |        3|         |         |        4|         |         |        5|         |         |        6|         |         |        7|         |         |        8|         |         |        9|         |     1274|       10|         |      979|       11|         |     2908|       12|         |     2279     
         7|     35202|      |CANFIELD                      | 1     |     6390|          0|KAISER-FRANCIS OIL COMPANY              |CM|       22|05N|27E|  |  |SE|NW| 36.88659|-100.1262|         7|       14051|         0|        0|         |000UNKN |UNKNOWN FORMATION                       |Y  |               |              |     1459|ANR PIPELINE CO                         |           0|N  |     1987|        1|         |         |        2|         |         |        3|         |         |        4|         |      138|        5|         |      309|        6|         |      129|        7|         |      292|        8|         |      346|        9|         |      231|       10|         |      251|       11|         |      330|       12|         |      362     
         7|     35204|      |C T MCCUNE                    | 1     |     6390|          0|KAISER-FRANCIS OIL COMPANY              |CM|       23|04N|24E|  |  |NW|SE|36.795716|-100.4407|         7|       14053|         0|        0|         |402MRRW |MORROW                                  |N  |UG             |I             |     2203|TRANSWESTERN PIPELINE COMPANY           |           0|N  |     1987|        1|         |         |        2|         |         |        3|         |         |        4|         |      776|        5|         |     1307|        6|         |     6407|        7|         |     6407|        8|         |         |        9|         |         |       10|         |         |       11|         |     7548|       12|         |    25290     
         7|     35205|      |J A MILLER                    | 1     |     4995|          0|S R W OIL                               |CM|       36|02N|27E|  |  |NW|SE|36.592255|-100.0983|         7|       14055|         0|        0|         |402MRRW |MORROW                                  |N  |UG             |R             |     1578|INTERNORTH INC.                         |           0|N  |     1987|        1|         |         |        2|         |         |        3|         |         |        4|         |      950|        5|         |     1081|        6|         |     1272|        7|         |      696|        8|         |      820|        9|         |      357|       10|         |      371|       11|         |      268|       12|         |     1053     
         7|     35224|      |KAMAS                         | 1-10  |    16198|          0|B & G PRODUCTION INC                    |CM|       10|05N|25E|  |  |NW|SE|36.912297|-100.3384|         7|       17585|         0|        0|         |402MRRW |MORROW                                  |N  |UG             |I             |      458|COLORADO INTERSTATE GAS CO              |           0|N  |     1987|        1|         |         |        2|         |         |        3|         |         |        4|         |         |        5|         |         |        6|         |         |        7|         |         |        8|         |         |        9|         |     9163|       10|         |     2271|       11|         |     8129|       12|         |     5954     
         7|     35226|      |KAMAS C                       | 1-12  |    17342|          0|AEXCO PETROLEUM INC                     |CM|       12|05N|25E|  |  |NE|SW|36.912269|-100.3068|         7|       17587|         0|        0|         |402MRRW |MORROW                                  |N  |UG             |I             |      458|COLORADO INTERSTATE GAS CO              |           0|N  |     1987|        1|         |         |        2|         |         |        3|         |         |        4|         |         |        5|         |         |        6|         |         |        7|         |         |        8|         |         |        9|         |     4821|       10|         |     3719|       11|         |     4065|       12|         |     3834     
         7|     35228|      |MAYO                          | 2C    |    17342|          0|AEXCO PETROLEUM INC                     |CM|       31|05N|25E|  |  |NE|SW|36.854313|-100.3971|         7|       17588|         0|        0|         |354CSTR |CHESTER                                 |N  |UG             |I             |      458|COLORADO INTERSTATE GAS CO              |           0|N  |     1987|        1|         |         |        2|         |         |        3|         |         |        4|         |         |        5|         |         |        6|         |         |        7|         |         |        8|         |         |        9|         |     2152|       10|         |     1745|       11|         |     1442|       12|         |     1315     
         7|     35229|      |MAYO                          | 3     |    17342|          0|AEXCO PETROLEUM INC                     |CM|       32|05N|25E|  |  |SE|NW|36.857934|-100.3791|         7|       17589|         0|        0|         |354CSTR |CHESTER                                 |N  |UG             |R             |      458|COLORADO INTERSTATE GAS CO              |           0|N  |     1987|        1|         |         |        2|         |         |        3|         |         |        4|         |         |        5|         |         |        6|         |         |        7|         |         |        8|         |         |        9|         |     1235|       10|         |       11|       11|         |     1345|       12|         |      959     
         7|     35235|      |EVERETT-STATE                 | 1     |    17209|          0|SOONER EXPLORATION & DEVELOPMENT CO INC |CM|        3|05N|27E|  |SE|SE|NW|36.929187|-100.1251|         7|        8970|         0|        0|         |000UNKN |UNKNOWN FORMATION                       |Y  |               |              |     1578|INTERNORTH INC.                         |           0|N  |     1987|        1|         |         |        2|         |         |        3|         |         |        4|         |      905|        5|         |      556|        6|         |      470|        7|         |      552|        8|         |     2543|        9|         |      687|       10|         |     2084|       11|         |      540|       12|         |     1076     
         7|     35242|      |BUTLER                        | 1     |    20647|          0|KERR-MCGEE OIL & GAS ONSHORE LLC        |CM|       14|04N|28E|  |  |NW|SE|36.809496|-100.0082|         7|        8286|         0|        0|         |000UNKN |UNKNOWN FORMATION                       |Y  |               |              |      458|COLORADO INTERSTATE GAS CO              |           0|N  |     1987|        1|         |         |        2|         |         |        3|         |         |        4|         |         |        5|         |         |        6|         |         |        7|         |         |        8|         |         |        9|         |     4568|       10|         |    11300|       11|         |     6514|       12|         |     1473     
         7|     35242|      |BUTLER                        | 1     |    20647|          0|KERR-MCGEE OIL & GAS ONSHORE LLC        |CM|       14|04N|28E|  |  |NW|SE|36.809496|-100.0082|         7|        8286|         1|        0|         |000UNKN |UNKNOWN FORMATION                       |Y  |               |              |      458|COLORADO INTERSTATE GAS CO              |           0|N  |     1987|        1|         |         |        2|         |         |        3|         |         |        4|         |         |        5|         |         |        6|         |         |        7|         |     6896|        8|         |     5518|        9|         |     4872|       10|         |     4114|       11|         |     3290|       12|         |     2924     
         7|     35243|      |ENGLER UNIT                   | 1     |    20647|          0|KERR-MCGEE OIL & GAS ONSHORE LLC        |CM|       11|04N|28E|  |  |NW|SE|36.823997|-100.0082|         7|        8287|         0|        0|         |402MWCR |MORROW-CHESTER                          |N  |UG             |I             |      458|COLORADO INTERSTATE GAS CO              |           0|N  |     1987|        1|         |         |        2|         |         |        3|         |         |        4|         |         |        5|         |         |        6|         |         |        7|         |         |        8|         |         |        9|         |     1392|       10|         |       49|       11|         |     1562|       12|         |     2551     
         7|     35244|      |W G GARDNER                   | 1     |    20647|          0|KERR-MCGEE OIL & GAS ONSHORE LLC        |CM|       19|03N|26E|  |  |SW|NE|36.712266|-100.2965|         7|        8282|         0|        0|         |406TNKW |TONKAWA             /SAND/              |N  |UG             |I             |      458|COLORADO INTERSTATE GAS CO              |           0|N  |     1987|        1|         |         |        2|         |         |        3|         |         |        4|         |         |        5|         |         |        6|         |         |        7|         |         |        8|         |         |        9|         |    18031|       10|         |      214|       11|         |    12638|       12|         |    24175     
         7|     35247|      |H OVERTON UNIT                | 1     |    20647|          0|KERR-MCGEE OIL & GAS ONSHORE LLC        |CM|       17|03N|26E|  |  |NE|SW|36.723122| -100.283|         7|        8281|         0|        0|         |406TNKW |TONKAWA             /SAND/              |N  |UG             |I             |      458|COLORADO INTERSTATE GAS CO              |           0|N  |     1987|        1|         |         |        2|         |         |        3|         |         |        4|         |         |        5|         |         |        6|         |         |        7|         |         |        8|         |         |        9|         |    18426|       10|         |      314|       11|         |    13921|       12|         |    26932     
         7|     35250|      |CARL SNELL                    | 1     |    20647|          0|KERR-MCGEE OIL & GAS ONSHORE LLC        |CM|       16|03N|26E|  |  |NE|SW|36.723099| -100.265|         7|        8280|         2|        0|         |000UNKN |UNKNOWN FORMATION                       |Y  |               |              |      458|COLORADO INTERSTATE GAS CO              |           0|N  |     1987|        1|         |         |        2|         |         |        3|         |         |        4|         |         |        5|         |         |        6|         |         |        7|         |         |        8|         |      933|        9|         |     2489|       10|         |     3305|       11|         |     3994|       12|         |     3967     
         7|     35252|      |W A WILKERSON                 | 1     |    20647|          0|KERR-MCGEE OIL & GAS ONSHORE LLC        |CM|       20|03N|26E|  |  |SW|NE|36.712246|-100.2785|         7|        8284|         0|        0|         |406TNKW |TONKAWA             /SAND/              |N  |UG             |I             |      458|COLORADO INTERSTATE GAS CO              |           0|N  |     1987|        1|         |         |        2|         |         |        3|         |         |        4|         |         |        5|         |         |        6|         |         |        7|         |         |        8|         |         |        9|         |    14508|       10|         |      231|       11|         |     8966|       12|         |    18909     
         7|     35257|      |C W ROBERTSON                 | 1-20  |     1201|          0|KERR-MCGEE CORPORATION                  |CM|       20|02N|28E|  |  |SW|NE|36.624779|-100.0622|         7|       12054|         0|        0|         |000UNKN |UNKNOWN FORMATION                       |Y  |               |              |     1578|INTERNORTH INC.                         |           0|N  |     1987|        1|         |         |        2|         |         |        3|         |         |        4|         |      292|        5|         |      359|        6|         |      179|        7|         |      388|        8|         |      111|        9|         |       30|       10|         |        1|       11|         |         |       12|         |       48     
         7|     35259|      |ALBERT LAVERTY                | 1     |    21292|          0|ONEOK ENERGY RESOURCES COMPANY          |CM|       19|04N|28E|  |SW|SW|NE|36.797943|-100.0814|         7|        6482|         0|        0|         |402MWCR |MORROW-CHESTER                          |N  |UG             |I             |     1578|INTERNORTH INC.                         |           0|N  |     1987|        1|         |         |        2|         |         |        3|         |         |        4|         |         |        5|         |         |        6|         |     3176|        7|         |     2867|        8|         |     1873|        9|         |     1595|       10|         |    13220|       11|         |     5174|       12|         |     4962     
         7|     35278|      |JACKSON                       | 1     |    16411|          0|J-BREX COMPANY                          |CM|       15|06N|27E|  |  |NE|SW|36.984472|-100.1262|         7|        9662|         0|        0|         |402MRRW |MORROW                                  |N  |UG             |S             |     1641|PANHANDLE EASTERN PIPELINE COMPANY      |           0|N  |     1987|        1|         |         |        2|         |         |        3|         |         |        4|         |         |        5|         |         |        6|         |      185|        7|         |       17|        8|         |       75|        9|         |       10|       10|         |      134|       11|         |       36|       12|         |              
         7|     35279|      |RIDGEWAY #1                   | 1     |     5415|          0|SAMSON RESOURCES COMPANY                |CM|        9|03N|26E|  |SE|SE|NW|36.740319|-100.2639|         7|        9661|         0|        0|         |999TWMWC|TONKAWA-MORROW-CHESTER                  |N  |UG             |I             |     2203|TRANSWESTERN PIPELINE COMPANY           |           0|N  |     1987|        1|         |         |        2|         |         |        3|         |         |        4|         |         |        5|         |      324|        6|         |         |        7|         |     5600|        8|         |         |        9|         |     1076|       10|         |         |       11|         |     7232|       12|         |    11841     
         7|     35281|      |BARBY UNIT                    | 1     |    21292|          0|ONEOK ENERGY RESOURCES COMPANY          |CM|       30|05N|26E|  |  |NE|SW|36.868748|-100.2888|         7|       24237|         0|        0|         |402MRRW |MORROW                                  |N  |UG             |R             |      458|COLORADO INTERSTATE GAS CO              |           0|N  |     1987|        1|         |         |        2|         |         |        3|         |         |        4|         |         |        5|         |         |        6|         |         |        7|         |         |        8|         |     5284|        9|         |     2947|       10|         |     2030|       11|         |     2210|       12|         |     1561     
         7|     35282|      |C BARBY-FRY                   | 1     |    21292|          0|ONEOK ENERGY RESOURCES COMPANY          |CM|       19|05N|26E|  |  |NE|SW|36.883249|-100.2888|         7|       24238|         0|        0|         |402MRRW |MORROW                                  |N  |UG             |R             |      458|COLORADO INTERSTATE GAS CO              |           0|N  |     1987|        1|         |         |        2|         |         |        3|         |         |        4|         |         |        5|         |         |        6|         |         |        7|         |         |        8|         |     3498|        9|         |     2446|       10|         |     2101|       11|         |     1834|       12|         |     1171     
         7|     35283|      |BUIS,BROTHER "A"              | 1     |    21292|          0|ONEOK ENERGY RESOURCES COMPANY          |CM|        8|05N|26E|  |  |SW|NE|36.915856|-100.2662|         7|       24239|         0|        0|         |402MRRW |MORROW                                  |N  |UG             |S             |      458|COLORADO INTERSTATE GAS CO              |           0|N  |     1987|        1|         |         |        2|         |         |        3|         |         |        4|         |         |        5|         |         |        6|         |         |        7|         |         |        8|         |         |        9|         |     7875|       10|         |       85|       11|         |     6346|       12|         |     3851     
         7|     35289|      |JUDY UNIT B                   | 1     |    21292|          0|ONEOK ENERGY RESOURCES COMPANY          |CM|        5|05N|25E|  |  |NE|SW|36.926814|-100.3791|         7|       24254|         0|        0|         |402MRRW |MORROW                                  |N  |UG             |I             |      458|COLORADO INTERSTATE GAS CO              |           0|N  |     1987|        1|         |         |        2|         |         |        3|         |         |        4|         |         |        5|         |         |        6|         |         |        7|         |         |        8|         |         |        9|         |     7264|       10|         |      275|       11|         |     9311|       12|         |     9627     
         7|     35290|      |KAMAS A                       | 1     |    21292|          0|ONEOK ENERGY RESOURCES COMPANY          |CM|       11|05N|25E|  |  |NE|SW|36.912284|-100.3249|         7|       24255|         0|        0|         |402MWCR |MORROW-CHESTER                          |N  |UG             |S             |      458|COLORADO INTERSTATE GAS CO              |           0|N  |     1987|        1|         |         |        2|         |         |        3|         |         |        4|         |         |        5|         |         |        6|         |         |        7|         |         |        8|         |         |        9|         |     9827|       10|         |       93|       11|         |     8289|       12|         |     7690     
         7|     35293|      |NELSON                        | 3     |     1489|          0|EXXONMOBIL OIL CORPORATION              |CM|       28|03N|27E|  |  |SW|NE|36.697525|-100.1524|         7|       25014|         0|        0|         |000UNKN |UNKNOWN FORMATION                       |Y  |               |              |     1459|ANR PIPELINE CO                         |           0|N  |     1987|        1|         |         |        2|         |         |        3|         |         |        4|         |         |        5|         |         |        6|         |     1039|        7|         |         |        8|         |         |        9|         |         |       10|         |      985|       11|         |      234|       12|         |              
         7|     35302|      |KORAN UNIT                    | 1     |    13979|          0|CMS ENERGY INC                          |CM|       10|04N|28E|  |  |NE|SW|36.824058|-100.0307|         7|       15189|         0|        0|         |402MWCR |MORROW-CHESTER                          |N  |UG             |I             |     1459|ANR PIPELINE CO                         |           0|N  |     1987|        1|         |         |        2|         |         |        3|         |         |        4|         |     5213|        5|         |     2790|        6|         |         |        7|         |         |        8|         |         |        9|         |         |       10|         |         |       11|         |         |       12|         |     8636     
         7|     35308|      |CLARA BENNETT UNIT            | 1     |     6778|          0|APACHE CORPORATION                      |CM|       15|03N|25E|  |  |SE|NW|36.726813|-100.3551|         7|       28005|         0|        0|         |406TNKW |TONKAWA             /SAND/              |N  |UG             |I             |      458|COLORADO INTERSTATE GAS CO              |           0|N  |     1987|        1|         |         |        2|         |         |        3|         |         |        4|         |         |        5|         |         |        6|         |         |        7|         |         |        8|         |         |        9|         |    10877|       10|         |     2798|       11|         |    11289|       12|         |     9939     
         7|     35309|      |BENNETT UNIT                  | 1     |     6778|          0|APACHE CORPORATION                      |CM|        3|03N|25E|  |  |NE|SW| 36.75219|-100.3551|         7|       28004|         1|        0|         |000UNKN |UNKNOWN FORMATION                       |Y  |               |              |      458|COLORADO INTERSTATE GAS CO              |           0|N  |     1987|        1|         |         |        2|         |         |        3|         |         |        4|         |         |        5|         |         |        6|         |         |        7|         |         |        8|         |         |        9|         |     2059|       10|         |     2074|       11|         |     2100|       12|         |     1587     
         7|     35309|      |BENNETT UNIT                  | 1     |     6778|          0|APACHE CORPORATION                      |CM|        3|03N|25E|  |  |NE|SW| 36.75219|-100.3551|         7|       28004|         2|        0|         |000UNKN |UNKNOWN FORMATION                       |Y  |               |              |      458|COLORADO INTERSTATE GAS CO              |           0|N  |     1987|        1|         |         |        2|         |         |        3|         |         |        4|         |         |        5|         |         |        6|         |         |        7|         |         |        8|         |         |        9|         |     4868|       10|         |     5952|       11|         |     5236|       12|         |     5942     
         7|     35313|      |COLE-MCGREW UNIT (COLE UT#1)  | 2     |    20647|          0|KERR-MCGEE OIL & GAS ONSHORE LLC        |CM|       28|04N|24E|  |  |SW|NE|36.784828|-100.4768|         7|        7475|         1|        0|         |354CSTR |CHESTER                                 |N  |UG             |S             |     1578|INTERNORTH INC.                         |           0|N  |     1987|        1|         |         |        2|         |         |        3|         |         |        4|         |         |        5|         |     3841|        6|         |     8539|        7|         |    10860|        8|         |     9641|        9|         |     9459|       10|         |     8824|       11|         |     8421|       12|         |     8256     
         7|     35316|      |DUNLOP EST                    | 1     |     6778|          0|APACHE CORPORATION                      |CM|        1|02N|25E|  |  |SE|NW|36.668779|-100.3191|         7|       28008|         0|        0|         |406TNKW |TONKAWA             /SAND/              |N  |UG             |I             |      688|EL PASO NATURAL GAS CO                  |           1|N  |     1987|        1|         |         |        2|         |         |        3|         |         |        4|         |         |        5|         |     2127|        6|         |     3694|        7|         |         |        8|         |         |        9|         |         |       10|         |      443|       11|         |     7002|       12|         |    13027     
         7|     35320|      |H EYER                        | 1     |     6778|          0|APACHE CORPORATION                      |CM|       34|03N|25E|  |  |SE|NW|36.683308|-100.3551|         7|       28010|         0|        0|         |406TNKW |TONKAWA             /SAND/              |N  |UG             |I             |      688|EL PASO NATURAL GAS CO                  |           1|N  |     1987|        1|         |         |        2|         |         |        3|         |         |        4|         |         |        5|         |      874|        6|         |     1295|        7|         |         |        8|         |         |        9|         |         |       10|         |      159|       11|         |     1782|       12|         |      965     
         7|     35323|      |L.HANCOCK                     | 1     |     6778|          0|APACHE CORPORATION                      |CM|       24|04N|24E|  |  |NE|SW|36.795717|-100.4272|         7|       28012|         0|        0|         |354CSTR |CHESTER                                 |N  |UG             |S             |      458|COLORADO INTERSTATE GAS CO              |           0|N  |     1987|        1|         |         |        2|         |         |        3|         |         |        4|         |         |        5|         |         |        6|         |         |        7|         |     1939|        8|         |     6488|        9|         |     4426|       10|         |     4413|       11|         |     3922|       12|         |     2627     
         7|     35323|      |L.HANCOCK                     | 1     |     6778|          0|APACHE CORPORATION                      |CM|       24|04N|24E|  |  |NE|SW|36.795717|-100.4272|         7|       28012|         1|        0|         |000UNKN |UNKNOWN FORMATION                       |Y  |               |              |      458|COLORADO INTERSTATE GAS CO              |           0|N  |     1987|        1|         |         |        2|         |         |        3|         |         |        4|         |         |        5|         |         |        6|         |         |        7|         |         |        8|         |     1834|        9|         |     5585|       10|         |     5403|       11|         |     5711|       12|         |     6788     
         7|     35326|      |A C HENDRICK                  | 1     |     6778|          0|APACHE CORPORATION                      |CM|        2|03N|28E|  |  |SE|NW|36.755115|-100.0127|         7|       28015|         0|        0|         |354CSTR |CHESTER                                 |N  |UG             |S             |     1459|ANR PIPELINE CO                         |           0|N  |     1987|        1|         |         |        2|         |         |        3|         |         |        4|         |     3380|        5|         |     3603|        6|         |     3611|        7|         |     3436|        8|         |     4074|        9|         |     3461|       10|         |     3271|       11|         |     8093|       12|         |     9272     
         7|     35328|      |JOHN KLEPPER UNIT             | 1     |    17048|          0|WHITING OIL AND GAS CORP                |CM|        4|02N|26E|  |  |NW|SE|36.665093|-100.2605|         7|       28016|         0|        0|         |406TNKW |TONKAWA             /SAND/              |N  |UG             |I             |      688|EL PASO NATURAL GAS CO                  |           1|N  |     1987|        1|         |         |        2|         |         |        3|         |         |        4|         |       13|        5|         |      814|        6|         |     1538|        7|         |         |        8|         |         |        9|         |         |       10|         |      149|       11|         |     1619|       12|         |     3014     
         7|     35329|      |CLARENCE LAMASTER UN          | 1     |     6778|          0|APACHE CORPORATION                      |CM|       35|04N|28E|  |  |SE|NW|36.769617|-100.0127|         7|       28017|         0|        0|         |402MWCR |MORROW-CHESTER                          |N  |UG             |S             |     1459|ANR PIPELINE CO                         |           0|N  |     1987|        1|         |         |        2|         |         |        3|         |         |        4|         |     1831|        5|         |     2150|        6|         |     1933|        7|         |     2006|        8|         |     2412|        9|         |     2049|       10|         |     2057|       11|         |     5293|       12|         |     5053     
         7|     35329|      |CLARENCE LAMASTER UN          | 1     |     6778|          0|APACHE CORPORATION                      |CM|       35|04N|28E|  |  |SE|NW|36.769617|-100.0127|         7|       28017|         1|        0|         |000UNKN |UNKNOWN FORMATION                       |Y  |               |              |     1459|ANR PIPELINE CO                         |           0|N  |     1987|        1|         |         |        2|         |         |        3|         |         |        4|         |     2281|        5|         |      397|        6|         |         |        7|         |     1072|        8|         |     1023|        9|         |      683|       10|         |     1274|       11|         |     2048|       12|         |     2096     
